icon	2	188	296	32	32	8274	0	39	40	65535	Map tile	0
icon	2	220	296	32	32	8275	0	39	40	65535	Map tile	0
icon	2	252	296	32	32	8276	0	39	40	65535	Map tile	0
icon	2	284	296	32	32	8277	0	39	40	65535	Map tile	0
icon	2	316	296	32	32	8278	0	39	40	65535	Map tile	0
icon	2	348	296	32	32	8279	0	39	40	65535	Map tile	0
icon	2	28	328	32	32	8280	0	39	40	65535	Map tile	0
icon	2	60	328	32	32	8281	0	39	40	65535	Map tile	0
icon	2	92	328	32	32	8282	0	39	40	65535	Map tile	0
icon	2	124	328	32	32	8283	0	39	40	65535	Map tile	0
icon	2	156	328	32	32	8284	0	39	40	65535	Map tile	0
icon	2	188	328	32	32	8285	0	39	40	65535	Map tile	0
icon	2	220	328	32	32	8286	0	39	40	65535	Map tile	0
icon	2	252	328	32	32	8287	0	39	40	65535	Map tile	0
icon	2	284	328	32	32	8288	0	39	40	65535	Map tile	0
icon	2	316	328	32	32	8289	0	39	40	65535	Map tile	0
icon	2	348	328	32	32	8290	0	39	40	65535	Map tile	0
icon	2	28	360	32	32	8291	0	39	40	65535	Map tile	0
icon	2	60	360	32	32	8292	0	39	40	65535	Map tile	0
icon	2	92	360	32	32	8293	0	39	40	65535	Map tile	0
icon	2	124	360	32	32	8294	0	39	40	65535	Map tile	0
icon	2	156	360	32	32	8295	0	39	40	65535	Map tile	0
icon	2	188	360	32	32	8296	0	39	40	65535	Map tile	0
icon	2	220	360	32	32	8297	0	39	40	65535	Map tile	0
icon	2	252	360	32	32	8298	0	39	40	65535	Map tile	0
icon	2	284	360	32	32	8299	0	39	40	65535	Map tile	0
icon	2	316	360	32	32	8300	0	39	40	65535	Map tile	0
icon	2	348	360	32	32	8301	0	39	40	65535	Map tile	0
icon	2	28	392	32	32	8302	0	39	40	65535	Map tile	0
icon	2	60	392	32	32	8303	0	39	40	65535	Map tile	0
icon	2	92	392	32	32	8304	0	39	40	65535	Map tile	0
icon	2	124	392	32	32	8305	0	39	40	65535	Map tile	0
icon	2	156	392	32	32	8306	0	39	40	65535	Map tile	0
icon	2	188	392	32	32	8307	0	39	40	65535	Map tile	0
icon	2	220	392	32	32	8308	0	39	40	65535	Map tile	0
icon	2	252	392	32	32	8309	0	39	40	65535	Map tile	0
icon	2	284	392	32	32	8310	0	39	40	65535	Map tile	0
icon	2	316	392	32	32	8311	0	39	40	65535	Map tile	0
icon	2	348	392	32	32	8312	0	39	40	65535	Map tile	0
icon	2	540	82	16	24	4352	0	9	48	65535	digits	0
icon	2	556	82	16	24	4353	0	9	48	65535	digits	0
icon	2	572	82	16	24	4354	0	9	48	65535	digits	0
icon	2	588	82	16	24	4355	0	9	48	65535	digits	0
icon	2	540	117	16	24	4368	0	9	48	65535	digits	0
icon	2	556	117	16	24	4369	0	9	48	65535	digits	0
icon	2	572	117	16	24	4370	0	9	48	65535	digits	0
icon	2	588	117	16	24	4371	0	9	48	65535	digits	0
icon	2	540	152	16	24	4384	0	9	48	65535	digits	0
icon	2	556	152	16	24	4385	0	9	48	65535	digits	0
icon	2	572	152	16	24	4386	0	9	48	65535	digits	0
icon	2	588	152	16	24	4387	0	9	48	65535	digits	0
icon	2	540	187	16	24	4400	0	9	48	65535	digits	0
icon	2	556	187	16	24	4401	0	9	48	65535	digits	0
icon	2	572	187	16	24	4402	0	9	48	65535	digits	0
icon	2	588	187	16	24	4403	0	9	48	65535	digits	0
icon	2	686	80	16	24	4496	0	9	48	65535	digits	0
icon	2	702	80	16	24	4497	0	9	48	65535	digits	0
icon	2	693	116	16	24	4416	0	9	48	65535	digits	0
icon	2	709	116	16	24	4417	0	9	48	65535	digits	0
icon	2	725	116	16	24	4418	0	9	48	65535	digits	0
icon	2	690	151	16	24	4512	0	9	48	65535	digits	0
icon	2	706	151	16	24	4513	0	9	48	65535	digits	0
icon	2	731	151	16	24	4514	0	9	48	65535	digits	0
icon	2	747	151	16	24	4515	0	9	48	65535	digits	0
icon	2	471	222	16	24	4432	0	9	48	65535	digits	0
icon	2	487	222	16	24	4433	0	9	48	65535	digits	0
icon	2	589	222	16	24	4434	0	9	48	65535	digits	0
icon	2	605	222	16	24	4435	0	9	48	65535	digits	0
icon	2	703	222	16	24	4436	0	9	48	65535	digits	0
icon	2	719	222	16	24	4437	0	9	48	65535	digits	0
key	2	413	267	170	51	4096	0	0	0	65535	怪物手册	20
key	2	603	267	170	51	4096	0	0	0	65535	背包	21
key	2	499	330	61	59	4096	0	0	0	65535	▲	10
key	2	432	393	61	59	4096	0	0	0	65535	◀	12
key	2	499	393	61	59	4096	0	0	0	65535	▼	11
key	2	566	393	61	59	4096	0	0	0	65535	▶	13
key	2	651	330	122	59	4096	0	0	0	65535	存档	23
key	2	651	393	122	59	4096	0	0	0	65535	暂停	22
icon	2	607	80	24	24	4928	48	49	48	65535	Low HP pulse	0
icon	2	514	344	32	32	4944	50	51	48	65535	Direction feedback	0
icon	2	514	408	32	32	4945	52	53	48	65535	Direction feedback	0
icon	2	447	408	32	32	4946	54	55	48	65535	Direction feedback	0
icon	2	581	408	32	32	4947	56	57	48	65535	Direction feedback	0
icon	2	22	438	380	32	4864	20	43	48	65535	Message	0
icon	3	115	121	96	96	4880	40	45	40	65535	Monster portrait	0
icon	3	76	250	180	32	4880	10	15	48	65535	Monster name	0
icon	3	551	99	16	24	4608	0	9	48	65535	digits	0
icon	3	567	99	16	24	4609	0	9	48	65535	digits	0
icon	3	583	99	16	24	4610	0	9	48	65535	digits	0
icon	3	599	99	16	24	4611	0	9	48	65535	digits	0
icon	3	551	147	16	24	4624	0	9	48	65535	digits	0
icon	3	567	147	16	24	4625	0	9	48	65535	digits	0
icon	3	583	147	16	24	4626	0	9	48	65535	digits	0
icon	3	599	147	16	24	4627	0	9	48	65535	digits	0
icon	3	551	195	16	24	4640	0	9	48	65535	digits	0
icon	3	567	195	16	24	4641	0	9	48	65535	digits	0
icon	3	583	195	16	24	4642	0	9	48	65535	digits	0
icon	3	599	195	16	24	4643	0	9	48	65535	digits	0
icon	3	551	243	16	24	4656	0	9	48	65535	digits	0
icon	3	567	243	16	24	4657	0	9	48	65535	digits	0
icon	3	583	243	16	24	4658	0	9	48	65535	digits	0
icon	3	599	243	16	24	4659	0	9	48	65535	digits	0
icon	3	551	291	16	24	4672	0	9	48	65535	digits	0
icon	3	567	291	16	24	4673	0	9	48	65535	digits	0
icon	3	583	291	16	24	4674	0	9	48	65535	digits	0
icon	3	599	291	16	24	4675	0	9	48	65535	digits	0
key	3	42	399	169	53	4096	0	0	0	65535	上一种	34
key	3	231	399	169	53	4096	0	0	0	65535	下一种	35
key	3	599	399	167	53	4096	0	0	0	65535	返回	5
icon	4	298	142	16	24	4400	0	9	48	65535	digits	0
icon	4	314	142	16	24	4401	0	9	48	65535	digits	0
icon	4	330	142	16	24	4402	0	9	48	65535	digits	0
icon	4	346	142	16	24	4403	0	9	48	65535	digits	0
key	4	59	320	173	33	4096	0	0	0	65535	购买	30
key	4	313	320	173	33	4096	0	0	0	65535	购买	31
key	4	567	320	173	33	4096	0	0	0	65535	购买	32
icon	4	42	399	380	32	4864	20	43	48	65535		0
key	4	599	399	167	53	4096	0	0	0	65535	返回	5
icon	5	292	106	16	24	4448	0	9	48	65535	digits	0
icon	5	308	106	16	24	4449	0	9	48	65535	digits	0
key	5	64	194	290	55	4096	0	0	0	65535	使用一瓶	33
icon	5	147	273	16	24	4464	0	9	48	65535	digits	0
icon	5	307	273	16	24	4465	0	9	48	65535	digits	0
key	5	439	196	302	49	4096	0	0	0	65535	前往上一层	37
key	5	439	259	302	48	4096	0	0	0	65535	前往下一层	36
icon	5	40	362	380	32	4864	20	43	48	65535		0
key	5	599	399	167	53	4096	0	0	0	65535	返回	5
key	6	602	409	164	47	4096	0	0	0	65535	返回	5
icon	7	62	273	16	24	4352	0	9	48	65535	digits	0
icon	7	78	273	16	24	4353	0	9	48	65535	digits	0
icon	7	94	273	16	24	4354	0	9	48	65535	digits	0
icon	7	110	273	16	24	4355	0	9	48	65535	digits	0
icon	7	304	273	16	24	4528	0	9	48	65535	digits	0
icon	7	320	273	16	24	4529	0	9	48	65535	digits	0
icon	7	539	273	16	24	4544	0	9	48	65535	digits	0
icon	7	555	273	16	24	4545	0	9	48	65535	digits	0
icon	7	571	273	16	24	4546	0	9	48	65535	digits	0
icon	7	587	273	16	24	4547	0	9	48	65535	digits	0
key	7	49	390	292	62	4096	0	0	0	65535	返回首页	4
key	8	46	262	320	58	4096	0	0	0	65535	继续冒险	24
key	8	46	338	320	58	4096	0	0	0	65535	手动存档	23
key	8	427	338	320	58	4096	0	0	0	65535	返回首页	4
icon	8	407	265	380	32	4864	20	43	48	65535		0
key	8	46	414	192	42	4096	0	0	0	65535		38
icon	8	62	420	160	32	4912	44	47	48	65535	Music volume	0
icon	9	44	88	704	256	4896	70	71	48	65535	Dialog content	0
key	9	48	385	318	64	4096	0	0	0	65535	确认	25
key	9	431	385	318	64	4096	0	0	0	65535	返回	5
icon	10	69	130	32	40	4960	72	83	48	65535	Account digit	0
icon	10	69	232	32	40	4976	72	83	48	65535	Masked password	0
icon	10	116	130	32	40	4961	72	83	48	65535	Account digit	0
icon	10	116	232	32	40	4977	72	83	48	65535	Masked password	0
icon	10	163	130	32	40	4962	72	83	48	65535	Account digit	0
icon	10	163	232	32	40	4978	72	83	48	65535	Masked password	0
icon	10	210	130	32	40	4963	72	83	48	65535	Account digit	0
icon	10	210	232	32	40	4979	72	83	48	65535	Masked password	0
icon	10	257	130	32	40	4964	72	83	48	65535	Account digit	0
icon	10	257	232	32	40	4980	72	83	48	65535	Masked password	0
icon	10	304	130	32	40	4965	72	83	48	65535	Account digit	0
icon	10	304	232	32	40	4981	72	83	48	65535	Masked password	0
icon	10	50	302	310	48	4992	84	87	48	65535	Login status	0
key	10	425	96	90	50	4096	0	0	0	65535	1	41
key	10	535	96	90	50	4096	0	0	0	65535	2	42
key	10	645	96	90	50	4096	0	0	0	65535	3	43
key	10	425	157	90	50	4096	0	0	0	65535	4	44
key	10	535	157	90	50	4096	0	0	0	65535	5	45
key	10	645	157	90	50	4096	0	0	0	65535	6	46
key	10	425	218	90	50	4096	0	0	0	65535	7	47
key	10	535	218	90	50	4096	0	0	0	65535	8	48
key	10	645	218	90	50	4096	0	0	0	65535	9	49
key	10	425	279	90	50	4096	0	0	0	65535	清空	50
key	10	535	279	90	50	4096	0	0	0	65535	0	40
key	10	645	279	90	50	4096	0	0	0	65535	退格	51
key	10	425	347	310	50	4096	0	0	0	65535	下一步 / 登录	52
